400;400;400;400;400;400;;1510;1510;1510;1510;1510;1510;;2620;2620;2620;2620;2620;2620;;3730;3730;3730;3730;3730;3730;;4840;4840;4840;4840;4840;4840;;5950;5950;5950;5950;5950;5950;;7060;7060;7060;7060;7060;7060;;8170;8170;8170;8170;8170;8170;;9180;9180;9180;9180;9180;9180;;10390;10390;10390;10390;10390;10390;;11500;11500;11500;11500;11500;11500
8;8;8;8;8;8;;56;58;55;54;54;55;;139;136;139;138;136;137;;252;252;251;253;255;253;;404;409;405;405;406;405;;585;588;592;590;594;587;;811;812;814;808;837;828;;1061;1064;1105;1070;1074;1098;;1355;1348;1330;1360;1330;1334;;1715;1683;1704;1703;1702;1709;;2077;2059;2063;2052;2061;2053
639,58358;639,58358;639,58358;639,58358;639,58358;639,58358;;3012,66797;3012,66797;3012,66797;3012,66797;3012,66797;3012,66797;;5009,26923;5009,26923;5009,26923;5009,26923;5009,26923;5009,26923;;7327,19938;7327,19938;7327,19938;7327,19938;7327,19938;7327,19938;;9321,04071;9321,04071;9321,04071;9321,04071;9321,04071;9321,04071;;11385,05015;11385,05015;11385,05015;11385,05015;11385,05015;11385,05015;;13553,07625;13553,07625;13553,07625;13553,07625;13553,07625;13553,07625;;15946,04027;15946,04027;15946,04027;15946,04027;15946,04027;15946,04027;;17890,96214;17890,96214;17890,96214;17890,96214;17890,96214;17890,96214;;19742,36691;19742,36691;19742,36691;19742,36691;19742,36691;19742,36691;;21916,33792;21916,33792;21916,33792;21916,33792;21916,33792;21916,33792
