;3350;4460;5570;6680;7790;8900;10010;11120;12230;13340;14450;15560;16670;
seq;
;
omp;
generate;
map;
merge;
sort;
reduce;
;
pthreads;117;141;160;175;205;228;244;275;298;322;343;377;
generate;31;43;41;55;44;46;40;38;42;49;42;41;
map;30;36;39;54;44;46;47;50;53;54;54;55;
merge;15;18;18;25;18;18;19;21;20;22;22;21;
sort;19;25;32;54;52;68;72;99;107;129;155;162;
reduce;21;28;35;53;48;54;65;70;75;81;87;96;
;
seq;
omp;
pthreads;6415,59874;8719,88933;10785,27283;12965,74545;15140,22161;17280,81733;19424,09446;21632,59983;23825,65337;26035,32145;28325,92006;30524,82099;
;
